code,ciudad,fecha_datos,url,Fecha,Temperatura,Clima,Viento
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Domingo, 19 enero",9°/2°,Neblina,10Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Lunes, 20 enero",12°/3°,Despejado,12Km/h
SLM,Salamanca,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/salamanca?page=14,"Martes, 21 enero",8°/0°,Parcialmente nublado,6Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Miércoles, 8 enero",17°/10°,Parcialmente nublado,15Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Jueves, 9 enero",17°/15°,Ligeras precipitaciones,6Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Viernes, 10 enero",19°/14°,Neblina,7Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Sábado, 11 enero",19°/13°,Lluvia moderada a intervalos,10Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Domingo, 12 enero",19°/12°,Despejado,14Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Lunes, 13 enero",14°/8°,Lluvia moderada a intervalos,8Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Martes, 14 enero",14°/7°,Despejado,6Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Miércoles, 15 enero",15°/7°,Despejado,6Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Jueves, 16 enero",16°/8°,Despejado,6Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Viernes, 17 enero",15°/9°,Ligeras precipitaciones,9Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Sábado, 18 enero",15°/8°,Lluvia moderada a intervalos,2Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Domingo, 19 enero",13°/7°,Parcialmente nublado,8Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Lunes, 20 enero",16°/11°,Lluvia moderada a intervalos,10Km/h
XRY,Jerez,2025-01-08,https://www.tiempo3.com/europe/spain/andalucia/jerez?page=14,"Martes, 21 enero",14°/10°,Lluvia moderada a intervalos,20Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Miércoles, 8 enero",10°/6°,Llovizna,35Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Jueves, 9 enero",12°/6°,Lluvia moderada a intervalos,11Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Viernes, 10 enero",12°/4°,Cielo cubierto,15Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Sábado, 11 enero",15°/7°,Nublado,5Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Domingo, 12 enero",11°/2°,Parcialmente nublado,15Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Lunes, 13 enero",8°/-2°,Despejado,9Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Martes, 14 enero",9°/-2°,Despejado,5Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Miércoles, 15 enero",9°/0°,Parcialmente nublado,5Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Jueves, 16 enero",11°/1°,Despejado,6Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Viernes, 17 enero",11°/2°,Despejado,11Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Sábado, 18 enero",11°/2°,Parcialmente nublado,18Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Domingo, 19 enero",11°/3°,Llovizna a intervalos,11Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Lunes, 20 enero",11°/3°,Cielo cubierto,2Km/h
VLL,Valladolid,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/valladolid?page=14,"Martes, 21 enero",7°/2°,Lluvia moderada a intervalos,12Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Miércoles, 8 enero",10°/7°,Ligeras lluvias,31Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Jueves, 9 enero",12°/5°,Lluvia moderada a intervalos,5Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Viernes, 10 enero",12°/4°,Cielo cubierto,9Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Sábado, 11 enero",14°/6°,Lluvia moderada a intervalos,10Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Domingo, 12 enero",11°/2°,Despejado,15Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Lunes, 13 enero",11°/0°,Despejado,3Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Martes, 14 enero",8°/-2°,Despejado,5Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Miércoles, 15 enero",9°/-1°,Despejado,6Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Jueves, 16 enero",9°/-1°,Nublado,6Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Viernes, 17 enero",9°/1°,Despejado,6Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Sábado, 18 enero",11°/1°,Despejado,6Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Domingo, 19 enero",12°/3°,Nublado,10Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Lunes, 20 enero",12°/2°,Nublado,14Km/h
LEN,León,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/leon?page=14,"Martes, 21 enero",7°/0°,Despejado,12Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Miércoles, 8 enero",9°/7°,Ligeras lluvias,38Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Jueves, 9 enero",10°/6°,Lluvia moderada a intervalos,14Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Viernes, 10 enero",11°/4°,Cielo cubierto,18Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Sábado, 11 enero",12°/5°,Llovizna,11Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Domingo, 12 enero",8°/0°,Lluvia moderada a intervalos,21Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Lunes, 13 enero",5°/-3°,Despejado,10Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Martes, 14 enero",8°/-2°,Despejado,6Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Miércoles, 15 enero",9°/-1°,Cielo cubierto,4Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Jueves, 16 enero",10°/1°,Despejado,6Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Viernes, 17 enero",10°/1°,Despejado,8Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Sábado, 18 enero",9°/1°,Parcialmente nublado,7Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Domingo, 19 enero",10°/3°,Cielo cubierto,15Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Lunes, 20 enero",9°/2°,Despejado,12Km/h
RGS,Burgos,2025-01-08,https://www.tiempo3.com/europe/spain/castilla-y-leon/burgos?page=14,"Martes, 21 enero",3°/-3°,Fuertes nevadas,13Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Miércoles, 8 enero",19°/18°,Cielo cubierto,10Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Jueves, 9 enero",20°/18°,Despejado,8Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Viernes, 10 enero",20°/19°,Despejado,5Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Sábado, 11 enero",21°/19°,Despejado,6Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Domingo, 12 enero",20°/19°,Despejado,18Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Lunes, 13 enero",19°/18°,Despejado,19Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Martes, 14 enero",19°/18°,Despejado,15Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Miércoles, 15 enero",18°/17°,Soleado,8Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Jueves, 16 enero",19°/17°,Parcialmente nublado,12Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Viernes, 17 enero",18°/17°,Despejado,13Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Sábado, 18 enero",18°/17°,Lluvia moderada a intervalos,19Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Domingo, 19 enero",17°/16°,Lluvia moderada a intervalos,19Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Lunes, 20 enero",18°/17°,Lluvia moderada a intervalos,15Km/h
VDE,La Gomera,2025-01-08,https://www.tiempo3.com/europe/spain/canary-islands/la-gomera?page=14,"Martes, 21 enero",18°/17°,Lluvia moderada a intervalos,25Km/h
